johnlewisweeklydistro.site	johnlewisweeklydistro.country	johnlewisweeklydistro.weekbegins	johnlewisweeklydistro.weekends	johnlewisweeklydistro.direct	johnlewisweeklydistro.displayads	johnlewisweeklydistro.mail	johnlewisweeklydistro.organic_search	johnlewisweeklydistro.paid_search	johnlewisweeklydistro.referrals	johnlewisweeklydistro.social
seasaltcornwall.co.uk*	999	24.07.2017	30.07.2017	0.2108843537414966	0.0	0.1785714285714286	0.3673469387755103	0.08503401360544219	0.10714285714285716	0.051020408163265314
sony.co.uk*	999	24.07.2017	30.07.2017	0.18857942087684096	0.001953773108018843	0.012699525202122478	0.6804526551156291	0.006707954337531361	0.09755840386040757	0.012048267499449532
tiffany.co.uk*	999	24.07.2017	30.07.2017	0.16570605187319884	0.007204610951008645	0.0	0.5086455331412103	0.13688760806916425	0.1743515850144092	0.007204610951008645
decathlon.co.uk*	999	24.07.2017	30.07.2017	0.19821067917410834	0.00876299844769742	0.016824957019579045	0.5534709819565692	5.841998965131613E-4	0.20578858640316475	0.016357597102368518
georgjensen.com*	999	24.07.2017	30.07.2017	0.3083518577326135	0.028580501746586214	0.028580501746586214	0.36201968879009205	0.1524293426484598	0.12003810733566209	0.0
homesense.com*	999	24.07.2017	30.07.2017	0.03614457831325301	0.0	0.03614457831325301	0.6626506024096386	0.08433734939759036	0.18072289156626506	0.0
jigsaw-online.com*	999	24.07.2017	30.07.2017	0.22331691297208545	0.008210180623973728	0.049261083743842374	0.4449917898193761	0.07389162561576355	0.18390804597701155	0.016420361247947456
farfetch.com*	999	25.07.2016	31.07.2016	0.2795891750896642	0.07148679491359634	0.02200847733941963	0.1933485490707532	0.2023964786436257	0.2042712748614281	0.02689925008151288
direct.tesco.com#	999	25.07.2016	31.07.2016	0.0	0.0	0.0	0.0	0.0	1.0	0.0
glassesdirect.co.uk*	999	25.07.2016	31.07.2016	0.34102564102564104	0.005128205128205128	0.06923076923076923	0.3717948717948718	0.09230769230769231	0.10256410256410256	0.017948717948717947
richersounds.com*	999	25.07.2016	31.07.2016	0.2490272373540856	6.485084306095979E-4	0.04669260700389105	0.5577172503242542	0.0	0.1264591439688716	0.019455252918287938
appliancesdirect.co.uk*	999	25.07.2016	31.07.2016	0.14214463840399003	0.07231920199501247	0.003740648379052369	0.49625935162094764	0.20324189526184538	0.0773067331670823	0.004987531172069825
marksandspencer.com*	999	25.07.2016	31.07.2016	0.3243190280227317	0.008622378992749364	0.08671369782480894	0.3522437781697041	0.061826376641191456	0.15892612188908486	0.007348618459729571
samsung.com*	999	25.07.2016	31.07.2016	0.22173125776985028	0.01418166585589968	0.022681206421274525	0.559449489216799	0.051112102048537916	0.1121493432787417	0.018688179017350412
furniturevillage.co.uk*	999	25.07.2016	31.07.2016	0.14457831325301204	0.018072289156626505	0.009036144578313253	0.5843373493975904	0.18072289156626506	0.04216867469879518	0.02108433734939759
pcworld.co.uk*	999	25.07.2016	31.07.2016	0.26299536798764794	0.0018013381369016985	0.01080802882141019	0.5154400411734431	0.07025218733916624	0.12480699948533196	0.013896037056098817
dwell.co.uk*	999	25.07.2016	31.07.2016	0.38016528925619836	0.008264462809917356	0.049586776859504134	0.2066115702479339	0.2066115702479339	0.1322314049586777	0.01652892561983471
warehouse.co.uk*	999	25.07.2016	31.07.2016	0.29550827423167847	0.0	0.028368794326241134	0.44208037825059104	0.02364066193853428	0.1867612293144208	0.02364066193853428
boden.co.uk*	999	25.07.2016	31.07.2016	0.42474916387959866	0.005016722408026756	0.015050167224080268	0.2040133779264214	0.12876254180602006	0.19063545150501673	0.03177257525083612
fatface.com*	999	25.07.2016	31.07.2016	0.28823529411764703	0.0029411764705882353	0.04411764705882353	0.4147058823529412	0.11470588235294117	0.1264705882352941	0.008823529411764706
habitat.co.uk*	999	25.07.2016	31.07.2016	0.22580645161290322	0.003395585738539898	0.04074702886247878	0.5110356536502547	0.042444821731748725	0.16129032258064516	0.015280135823429542
spacenk.com*	999	25.07.2016	31.07.2016	0.4370015948963317	0.003189792663476874	0.04784688995215311	0.215311004784689	0.0733652312599681	0.17065390749601275	0.05263157894736842
emmabridgewater.co.uk*	999	25.07.2016	31.07.2016	0.359375	0.0	0.140625	0.359375	0.015625	0.125	0.0
boots.com*	999	25.07.2016	31.07.2016	0.20195479535736102	0.004276114844227245	0.01979230299328039	0.5765424557116677	0.06389737324373855	0.1144777031154551	0.019059254734270007
hotter.com*	999	25.07.2016	31.07.2016	0.2775	0.035	0.225	0.195	0.12	0.13	0.0175
bhsdirect.co.uk*	999	25.07.2016	31.07.2016	0.25806451612903225	0.21505376344086022	0.0	0.1935483870967742	0.27956989247311825	0.043010752688172046	0.010752688172043012
net-a-porter.com*	999	25.07.2016	31.07.2016	0.30926243567753003	0.009433962264150943	0.03550600343053173	0.21715265866209263	0.10445969125214408	0.2902229845626072	0.033962264150943396
phoneshopbysainsburys.co.uk*	999	25.07.2016	31.07.2016	0.11578947368421053	0.0	0.0	0.43157894736842106	0.09473684210526316	0.35789473684210527	0.0
loaf.com*	999	25.07.2016	31.07.2016	0.23893805309734514	0.0	0.05309734513274336	0.19469026548672566	0.19469026548672566	0.2743362831858407	0.04424778761061947
purecollection.com*	999	25.07.2016	31.07.2016	0.07142857142857142	0.0	0.336734693877551	0.23469387755102042	0.1326530612244898	0.1836734693877551	0.04081632653061224
orlakiely.com*	999	25.07.2016	31.07.2016	0.4444444444444444	0.0	0.0	0.46296296296296297	0.0	0.07407407407407407	0.018518518518518517
sainsbury.co.uk*	999	25.07.2016	31.07.2016	1.0	0.0	0.0	0.0	0.0	0.0	0.0
sofology.co.uk*	999	25.07.2016	31.07.2016	0.28	0.0	0.0	0.42	0.26666666666666666	0.02	0.013333333333333334
georgjensen.com*	999	25.07.2016	31.07.2016	0.3508771929824561	0.005847953216374269	0.0	0.3157894736842105	0.13450292397660818	0.1871345029239766	0.005847953216374269
newlook.com*	999	25.07.2016	31.07.2016	0.2885615251299827	0.021086077411900637	0.04636048526863085	0.34705372616984403	0.07755632582322357	0.18457538994800693	0.034806470248411325
techradar.com*	999	25.07.2016	31.07.2016	0.17469459973271595	0.0011293692472753966	0.00333163927946242	0.7553221525777853	3.764564157584656E-5	0.040299659306943736	0.025184934214241346
diy.com*	999	25.07.2016	31.07.2016	0.2449707518904266	0.013982023113140249	0.017120844628334998	0.527322014552718	0.09972891996005136	0.09159651876159224	0.0052789270937366245
grahambrown.com*	999	25.07.2016	31.07.2016	0.1865671641791045	0.007462686567164179	0.04477611940298507	0.417910447761194	0.08955223880597014	0.21641791044776118	0.03731343283582089
barbour.com*	999	25.07.2016	31.07.2016	0.28846153846153844	0.0	0.024725274725274724	0.47527472527472525	0.07417582417582418	0.10714285714285714	0.03021978021978022
topshop.com*	999	25.07.2016	31.07.2016	0.3226890756302521	0.006417112299465241	0.024293353705118412	0.41268143621084796	0.020932009167303284	0.1841100076394194	0.028877005347593583
hm.com*	999	25.07.2016	31.07.2016	0.31139560043274433	0.0030652722683014787	0.04478903714388749	0.3253876667868734	0.12513523260007212	0.15648515446568098	0.033742036302440194
ledhut.co.uk*	999	25.07.2016	31.07.2016	0.20588235294117646	0.0	0.0	0.33088235294117646	0.3014705882352941	0.15441176470588236	0.007352941176470588
kiddicare.com*	999	25.07.2016	31.07.2016	0.13986013986013987	0.006993006993006993	0.02097902097902098	0.27972027972027974	0.32167832167832167	0.1888111888111888	0.04195804195804196
tiffany.co.uk*	999	25.07.2016	31.07.2016	0.2932692307692308	0.0	0.014423076923076924	0.4326923076923077	0.1201923076923077	0.07211538461538461	0.0673076923076923
seafolly.com*	999	25.07.2016	31.07.2016	0.1694915254237288	0.0	0.0	0.5423728813559322	0.13559322033898305	0.11864406779661017	0.03389830508474576
wallis-fashion.com*	999	25.07.2016	31.07.2016	0.25	0.0	0.25	0.5	0.0	0.0	0.0
clarks.co.uk*	999	25.07.2016	31.07.2016	0.2455849889624724	0.0380794701986755	0.076158940397351	0.34823399558498896	0.05739514348785872	0.21909492273730685	0.01545253863134658
uk.lizearle.com#	999	25.07.2016	31.07.2016	0.24043715846994534	0.02185792349726776	0.13114754098360656	0.2677595628415301	0.13114754098360656	0.15846994535519127	0.04918032786885246
zarahome.com*	999	25.07.2016	31.07.2016	0.22137404580152673	0.0014540167211922936	0.07197382769901854	0.509996364958197	0.014903671392221011	0.1599418393311523	0.020356234096692113
mankind.co.uk*	999	25.07.2016	31.07.2016	0.3128654970760234	0.005847953216374269	0.07017543859649122	0.2134502923976608	0.07309941520467836	0.2777777777777778	0.04678362573099415
amazon.co.uk*	999	25.07.2016	31.07.2016	0.4397823908014095	0.003249639104095617	0.040243833250332525	0.25408017247357106	0.03357435086016151	0.1989781445222621	0.03009146898816766
fisherpaykel.com*	999	25.07.2016	31.07.2016	0.17073170731707318	0.018970189701897018	0.032520325203252036	0.5501355013550135	0.04607046070460705	0.0948509485094851	0.08672086720867209
halfords.com*	999	25.07.2016	31.07.2016	0.19087403598971722	0.0012853470437017994	0.014781491002570694	0.5715509854327335	0.0921165381319623	0.11996572407883462	0.009425878320479864
boohoo.com*	999	25.07.2016	31.07.2016	0.28339169584792395	0.012631315657828915	0.04577288644322161	0.36643321660830414	0.009504752376188095	0.23999499749874936	0.04227113556778389
lg.com*	999	25.07.2016	31.07.2016	0.18882144143217244	0.01893101496990586	0.005092854570708369	0.6084160707855343	0.054503832501671894	0.1061011368897577	0.018133648850249498
etsy.com*	999	25.07.2016	31.07.2016	0.3355231983339086	0.009851467482552256	0.04062852830541889	0.24284686350101498	0.04139488355495235	0.22161706807691633	0.1081379907452366
dfs.co.uk*	999	25.07.2016	31.07.2016	0.20085470085470086	0.017094017094017096	0.00641025641025641	0.6196581196581197	0.07905982905982906	0.07264957264957266	0.004273504273504274
aeg.co.uk*	999	25.07.2016	31.07.2016	0.11764705882352941	0.0	0.0	0.5980392156862745	0.0784313725490196	0.20588235294117646	0.0
heals.com*	999	25.07.2016	31.07.2016	0.2742857142857143	0.011428571428571429	0.03428571428571429	0.35428571428571426	0.09714285714285714	0.18285714285714286	0.045714285714285714
moss.co.uk*	999	25.07.2016	31.07.2016	0.17218543046357615	0.011037527593818985	0.046357615894039736	0.4083885209713024	0.15673289183222958	0.16777041942604856	0.037527593818984545
direct.asda.com#	999	25.07.2016	31.07.2016	0.2318668252080856	0.02211652794292509	0.01070154577883472	0.27776456599286564	0.12199762187871581	0.2896551724137931	0.045897740784780025
achica.com*	999	25.07.2016	31.07.2016	0.6265709156193896	0.0	0.1615798922800718	0.09515260323159784	0.012567324955116697	0.0843806104129264	0.019748653500897665
dunelm.com*	999	25.07.2016	31.07.2016	0.17583732057416268	0.005980861244019139	0.039473684210526314	0.52811004784689	0.12380382775119617	0.1118421052631579	0.014952153110047847
siemens.co.uk*	999	25.07.2016	31.07.2016	0.4125	0.0	0.0	0.5625	0.0	0.0125	0.0125
oasis-stores.com*	999	25.07.2016	31.07.2016	0.3320754716981132	0.0037735849056603774	0.05660377358490566	0.40943396226415096	0.062264150943396226	0.1169811320754717	0.018867924528301886
harlequin.uk.com*	999	25.07.2016	31.07.2016	0.2	0.0	0.0375	0.275	0.0	0.375	0.1125
matalan.co.uk*	999	25.07.2016	31.07.2016	0.19973718791064388	0.001314060446780552	0.09658344283837056	0.4756898817345598	0.04664914586070959	0.13469119579500657	0.04533508541392904
mulberry.com*	999	25.07.2016	31.07.2016	0.3229166666666667	0.0	0.020833333333333332	0.3611111111111111	0.11805555555555555	0.16319444444444445	0.013888888888888888
sainsburysentertainment.co.uk*	999	25.07.2016	31.07.2016	0.15263157894736842	0.0	0.015789473684210527	0.4368421052631579	0.010526315789473684	0.3736842105263158	0.010526315789473684
tuclothing.sainsburys.co.uk#	999	25.07.2016	31.07.2016	0.05714285714285714	0.009523809523809525	0.18857142857142858	0.3904761904761905	0.0019047619047619048	0.3352380952380952	0.017142857142857144
hugoboss.com*	999	25.07.2016	31.07.2016	0.2754145638067772	0.009372746935832732	0.01514059120403749	0.3911319394376352	0.14599855803893294	0.13554434030281182	0.0273972602739726
reiss.com*	999	25.07.2016	31.07.2016	0.24102564102564103	0.017094017094017096	0.09230769230769231	0.38632478632478634	0.04786324786324787	0.19487179487179487	0.020512820512820513
next.co.uk*	999	25.07.2016	31.07.2016	0.3655710867648911	0.002518574486840448	0.02720060445787684	0.410149855181967	0.015615161818410779	0.1645888427150233	0.014355874574990555
bosch-home.co.uk*	999	25.07.2016	31.07.2016	0.22121212121212122	0.00909090909090909	0.01818181818181818	0.6424242424242425	0.012121212121212121	0.09696969696969697	0.0
panasonic.com*	999	25.07.2016	31.07.2016	0.28028503562945367	0.00430522565320665	0.006680522565320665	0.5004453681710214	0.031843824228028506	0.16560273159144892	0.01083729216152019
figleaves.com*	999	25.07.2016	31.07.2016	0.23247232472324722	0.007380073800738007	0.06642066420664207	0.3634686346863469	0.15129151291512916	0.14022140221402213	0.03874538745387454
littlewoods.com*	999	25.07.2016	31.07.2016	0.47212089630015636	0.003126628452318916	0.03751954142782699	0.28869202709744657	0.03804064616988015	0.14486711829077645	0.015633142261594582
store.apple.com#	999	25.07.2016	31.07.2016	0.15141415103323494	1.9045805161413198E-4	0.0285687077421198	0.013236834587182174	5.71374154842396E-4	0.8004951909341967	0.005523283496809828
bathstore.com*	999	25.07.2016	31.07.2016	0.1574074074074074	0.0030864197530864196	0.027777777777777776	0.6697530864197531	0.05246913580246913	0.08333333333333333	0.006172839506172839
notonthehighstreet.com*	999	25.07.2016	31.07.2016	0.2536075036075036	0.007575757575757576	0.032467532467532464	0.4069264069264069	0.11832611832611832	0.13816738816738816	0.04292929292929293
joules.com*	999	25.07.2016	31.07.2016	0.24429967426710097	0.003257328990228013	0.1465798045602606	0.31596091205211724	0.09446254071661238	0.18241042345276873	0.013029315960912053
toysrus.co.uk*	999	25.07.2016	31.07.2016	0.15483870967741936	0.013978494623655914	0.02903225806451613	0.6473118279569893	0.03333333333333333	0.1064516129032258	0.015053763440860216
worldstores.co.uk*	999	25.07.2016	31.07.2016	0.2263681592039801	0.014925373134328358	0.04477611940298507	0.16169154228855723	0.35323383084577115	0.19900497512437812	0.0
ebuyer.com*	999	25.07.2016	31.07.2016	0.42491961414790996	0.009967845659163987	0.06655948553054662	0.2094855305466238	0.1072347266881029	0.15434083601286175	0.027491961414790995
westelm.co.uk*	999	25.07.2016	31.07.2016	0.5533980582524272	0.0	0.0	0.22330097087378642	0.02912621359223301	0.1650485436893204	0.02912621359223301
lkbennett.com*	999	25.07.2016	31.07.2016	0.33974358974358976	0.0	0.0	0.40384615384615385	0.10897435897435898	0.1346153846153846	0.01282051282051282
simbasleep.com*	999	25.07.2016	31.07.2016	0.19444444444444445	0.027777777777777776	0.0	0.1111111111111111	0.2361111111111111	0.09722222222222222	0.3333333333333333
elc.co.uk*	999	25.07.2016	31.07.2016	0.2711864406779661	0.022598870056497175	0.01694915254237288	0.3785310734463277	0.04519774011299435	0.2598870056497175	0.005649717514124294
jdsports.co.uk*	999	25.07.2016	31.07.2016	0.2649624060150376	0.02526315789473684	0.010827067669172932	0.3948872180451128	0.14406015037593986	0.1344360902255639	0.02556390977443609
dorothyperkins.com*	999	25.07.2016	31.07.2016	0.31315042573320717	9.46073793755913E-4	0.06811731315042574	0.41438032166508987	0.017029328287606435	0.16177861873226113	0.02459791863765374
ikea.com*	999	25.07.2016	31.07.2016	0.32173061470470066	0.005654881478505424	0.021996785857774207	0.3896745680996384	0.044641422257934917	0.18154881478505425	0.034752912816392124
zara.com*	999	25.07.2016	31.07.2016	0.33358431844991593	6.776598147729839E-4	0.02424516226187787	0.412092462916949	0.01187159601435635	0.18025751072961374	0.03727128981251412
steamer.co.uk*	999	25.07.2016	31.07.2016	0.09375	0.0	0.0	0.6875	0.125	0.09375	0.0
mandmdirect.com*	999	25.07.2016	31.07.2016	0.2806183115338882	0.025564803804994055	0.08204518430439953	0.267538644470868	0.13079667063020214	0.18668252080856124	0.0267538644470868
laptopsdirect.co.uk*	999	25.07.2016	31.07.2016	0.18835616438356165	0.03339041095890411	0.007705479452054794	0.514554794520548	0.1703767123287671	0.08047945205479452	0.005136986301369863
oceanlighting.co.uk*	999	25.07.2016	31.07.2016	0.19047619047619047	0.0	0.0	0.2857142857142857	0.47619047619047616	0.047619047619047616	0.0
decathlon.co.uk*	999	25.07.2016	31.07.2016	0.21042183622828783	9.925558312655087E-4	0.020843672456575684	0.4466501240694789	0.08188585607940446	0.2138957816377171	0.025310173697270472
houseology.com*	999	25.07.2016	31.07.2016	0.28125	0.0	0.0625	0.25	0.11458333333333333	0.23958333333333334	0.052083333333333336
sony.co.uk*	999	25.07.2016	31.07.2016	0.24503496503496502	0.0	0.012587412587412588	0.6181818181818182	0.0	0.11692307692307692	0.007272727272727273
missselfridge.com*	999	25.07.2016	31.07.2016	0.3013972055888224	0.003992015968063872	0.041916167664670656	0.44510978043912175	0.023952095808383235	0.17165668662674652	0.011976047904191617
bensonsforbeds.co.uk*	999	25.07.2016	31.07.2016	0.18303571428571427	0.004464285714285714	0.013392857142857142	0.5	0.1875	0.11160714285714286	0.0
harrods.com*	999	25.07.2016	31.07.2016	0.22899628252788104	7.434944237918215E-4	0.020074349442379184	0.45204460966542753	0.07286245353159851	0.19851301115241635	0.026765799256505577
zalando.co.uk*	999	25.07.2016	31.07.2016	0.2199424046076314	0.009719222462203024	0.035637149028077755	0.34701223902087835	0.12491000719942405	0.234341252699784	0.02843772498200144
sanderson-uk.com*	999	25.07.2016	31.07.2016	0.13513513513513514	0.0	0.08108108108108109	0.2882882882882883	0.0	0.3333333333333333	0.16216216216216217
lighting-direct.co.uk*	999	25.07.2016	31.07.2016	0.0975609756097561	0.04878048780487805	0.0	0.4878048780487805	0.2926829268292683	0.04878048780487805	0.024390243902439025
groovystyle.co.uk*	999	25.07.2016	31.07.2016	0.3333333333333333	0.0	0.0	0.3333333333333333	0.16666666666666666	0.16666666666666666	0.0
sweatybetty.com*	999	25.07.2016	31.07.2016	0.23788546255506607	0.030837004405286344	0.039647577092511016	0.34801762114537443	0.14537444933920704	0.16740088105726872	0.030837004405286344
ctshirts.com*	999	25.07.2016	31.07.2016	0.4609769792251544	0.0039303761931499155	0.033688938798427846	0.2167321729365525	0.05783267827063447	0.1982032565974172	0.028635597978663673
ao.com*	999	25.07.2016	31.07.2016	0.3069569835369092	0.006903876792352629	0.03027084439723845	0.24004248539564524	0.16356877323420074	0.24375995751460436	0.008497079129049389
homebase.co.uk*	999	25.07.2016	31.07.2016	0.1798780487804878	0.01102251407129456	0.0225140712945591	0.6123358348968105	0.09451219512195122	0.07457786116322701	0.005159474671669793
thewhitecompany.com*	999	25.07.2016	31.07.2016	0.2804232804232804	0.0	0.015873015873015872	0.3994708994708995	0.10582010582010581	0.16666666666666666	0.031746031746031744
seasaltcornwall.co.uk*	999	25.07.2016	31.07.2016	0.24568965517241378	0.0	0.1810344827586207	0.34913793103448276	0.034482758620689655	0.1724137931034483	0.017241379310344827
jigsaw-online.com*	999	25.07.2016	31.07.2016	0.33962264150943394	0.018867924528301886	0.05660377358490566	0.389937106918239	0.05660377358490566	0.1320754716981132	0.006289308176100629
oakfurnitureland.co.uk*	999	25.07.2016	31.07.2016	0.28059701492537314	0.04776119402985075	0.008955223880597015	0.18507462686567164	0.36716417910447763	0.09253731343283582	0.01791044776119403
wayfair.com*	999	25.07.2016	31.07.2016	0.308481659763424	0.02470241426918915	0.029665286018135006	0.3282958319340274	0.14683383708347325	0.13869920519422366	0.02332176573752752
aldoshoes.com*	999	25.07.2016	31.07.2016	0.28210526315789475	0.02273684210526316	0.032842105263157895	0.4109473684210526	0.09515789473684211	0.13810526315789473	0.018105263157894735
goldsmiths.co.uk*	999	25.07.2016	31.07.2016	0.12023460410557185	0.0	0.017595307917888565	0.5542521994134897	0.1906158357771261	0.09970674486803519	0.017595307917888565
dreams.co.uk*	999	25.07.2016	31.07.2016	0.1731958762886598	0.004123711340206186	0.05567010309278351	0.5463917525773195	0.13195876288659794	0.07010309278350516	0.018556701030927835
disneystore.co.uk*	999	25.07.2016	31.07.2016	0.25	0.013793103448275862	0.005172413793103448	0.3810344827586207	0.013793103448275862	0.30689655172413793	0.029310344827586206
mothercare.com*	999	25.07.2016	31.07.2016	0.18398474737845566	0.032411820781696854	0.05147759771210677	0.5195424213536701	0.07340324118207817	0.12106768350810296	0.01811248808388942
made.com*	999	25.07.2016	31.07.2016	0.4412017167381974	0.03133047210300429	0.02832618025751073	0.10472103004291845	0.15536480686695278	0.16180257510729615	0.07725321888412018
asos.com*	999	25.07.2016	31.07.2016	0.3560087865643421	0.016836280725169614	0.030905905905905907	0.19565398732065398	0.08393115337559783	0.2621510399288177	0.054512846179512846
whitestuff.com*	999	25.07.2016	31.07.2016	0.3321554770318021	0.038869257950530034	0.10600706713780919	0.2332155477031802	0.20848056537102475	0.0636042402826855	0.0176678445229682
houseoffraser.co.uk*	999	25.07.2016	31.07.2016	0.2366444968890796	0.024243724522634628	0.028320102982192664	0.44904526925552457	0.08131302295644711	0.16605878566831153	0.014374597725809912
debenhams.com*	999	25.07.2016	31.07.2016	0.25585738539898134	8.488964346349745E-4	0.04533106960950764	0.47181663837011883	0.062139219015280134	0.15229202037351444	0.011714770797962648
hp.com*	999	25.07.2016	31.07.2016	0.3137815962957733	0.015786070502196225	0.009855145708998208	0.5313082966056976	0.018937338813369106	0.09864064392897755	0.011690908144988072
jessops.com*	999	25.07.2016	31.07.2016	0.23938223938223938	0.04504504504504504	0.02702702702702703	0.3667953667953668	0.16473616473616473	0.1402831402831403	0.01673101673101673
harveynichols.com*	999	25.07.2016	31.07.2016	0.2878787878787879	0.003787878787878788	0.022727272727272728	0.4053030303030303	0.07007575757575757	0.18181818181818182	0.028409090909090908
office.co.uk*	999	25.07.2016	31.07.2016	0.2059871703492516	0.0135424091233072	0.017106200997861726	0.4746970776906629	0.08339272986457591	0.16678545972915182	0.03848895224518888
qvcuk.com*	999	25.07.2016	31.07.2016	0.4746696035242291	0.0011013215859030838	0.04460352422907489	0.29955947136563876	0.022577092511013214	0.14317180616740088	0.014317180616740088
dawsonsdepartmentstore.co.uk*	999	25.07.2016	31.07.2016	0.15384615384615385	0.0	0.0	0.3076923076923077	0.0	0.5384615384615384	0.0
currys.co.uk*	999	25.07.2016	31.07.2016	0.23895010523709298	0.012133217778878297	0.020056951838553917	0.43271016466509843	0.16293178160207997	0.1234369196483843	0.009780859229912096
hughes.co.uk*	999	25.07.2016	31.07.2016	0.3333333333333333	0.16666666666666666	0.0	0.3333333333333333	0.024691358024691357	0.11728395061728394	0.024691358024691357
simplehuman.com*	999	25.07.2016	31.07.2016	0.2581967213114754	0.02459016393442623	0.02459016393442623	0.38524590163934425	0.19262295081967212	0.11475409836065574	0.0
sofa.com*	999	25.07.2016	31.07.2016	0.5	0.03488372093023256	0.03488372093023256	0.1744186046511628	0.19767441860465115	0.03488372093023256	0.023255813953488372
lakeland.co.uk*	999	25.07.2016	31.07.2016	0.24074074074074073	0.0049382716049382715	0.040740740740740744	0.39753086419753086	0.16790123456790124	0.1308641975308642	0.01728395061728395
argos.co.uk*	999	25.07.2016	31.07.2016	0.27964282647892164	0.032969863484159014	0.018159182622134454	0.42173950373486735	0.07242208293981282	0.1596119172319052	0.015454623508199537
mrporter.com*	999	25.07.2016	31.07.2016	0.40398593200468935	0.022977725674091443	0.03446658851113716	0.18944900351699884	0.06987104337631887	0.2250879249706917	0.054161781946072685
bhs.co.uk*	999	25.07.2016	31.07.2016	0.20026702269692923	0.0	0.02403204272363151	0.7249666221628839	0.0	0.04672897196261682	0.004005340453938585
rakuten.co.uk*	999	25.07.2016	31.07.2016	0.4300202839756592	0.0	0.018255578093306288	0.2738336713995943	0.02028397565922921	0.22920892494929007	0.028397565922920892
blinds-2go.co.uk*	999	25.07.2016	31.07.2016	0.2	0.004	0.048	0.264	0.304	0.16	0.02
whistles.com*	999	25.07.2016	31.07.2016	0.32954545454545453	0.0	0.022727272727272728	0.4053030303030303	0.022727272727272728	0.20833333333333334	0.011363636363636364
fitness-superstore.co.uk*	999	25.07.2016	31.07.2016	0.17560975609756097	0.014634146341463415	0.0	0.4634146341463415	0.23414634146341465	0.07804878048780488	0.03414634146341464
lookfantastic.com*	999	25.07.2016	31.07.2016	0.22867853795688847	0.014058106841611996	0.09559512652296158	0.2563261480787254	0.11433926897844424	0.23008434864104968	0.06091846298031865
very.co.uk*	999	25.07.2016	31.07.2016	0.3941738734638143	0.0061447428311333634	0.02867546654528903	0.3115612198452435	0.07305416477014111	0.16977696859353664	0.016613563950842056
phase-eight.com*	999	25.07.2016	31.07.2016	0.31363636363636366	0.013636363636363636	0.05454545454545454	0.32272727272727275	0.10454545454545454	0.17727272727272728	0.013636363636363636
maplin.co.uk*	999	25.07.2016	31.07.2016	0.2644757433489828	0.007198748043818467	0.01784037558685446	0.465414710485133	0.14084507042253522	0.09640062597809076	0.00782472613458529
riverisland.com*	999	25.07.2016	31.07.2016	0.29966442953020134	6.711409395973154E-4	0.0412751677852349	0.4375838926174497	0.0348993288590604	0.1651006711409396	0.02080536912751678
dyson.co.uk*	999	25.07.2016	31.07.2016	0.22284644194756553	0.013108614232209739	0.011235955056179775	0.3895131086142322	0.20599250936329588	0.1441947565543071	0.013108614232209739
sportsdirect.com*	999	25.07.2016	31.07.2016	0.4018276900322223	4.754107020231367E-4	0.031218636099519307	0.31419365062595744	0.011515503671227088	0.18335006074692303	0.057419048122127725
ralphlauren.co.uk*	999	25.07.2016	31.07.2016	0.32987551867219916	0.0	0.03734439834024896	0.2697095435684647	0.13485477178423236	0.21369294605809128	0.014522821576763486
nespresso.com*	999	25.07.2016	31.07.2016	0.3638235294117647	0.025441176470588234	0.060441176470588234	0.3008823529411765	0.13470588235294118	0.09705882352941177	0.01764705882352941
hobbs.co.uk*	999	25.07.2016	31.07.2016	0.39705882352941174	0.0	0.1323529411764706	0.27941176470588236	0.0661764705882353	0.09926470588235294	0.025735294117647058
allbeauty.com*	999	25.07.2016	31.07.2016	0.3385093167701863	0.006211180124223602	0.05124223602484472	0.10248447204968944	0.2111801242236025	0.2732919254658385	0.017080745341614908
simplyelectricals.co.uk*	999	25.07.2016	31.07.2016	0.3333333333333333	0.0	0.0	0.5757575757575758	0.0	0.09090909090909091	0.0
jaeger.co.uk*	999	25.07.2016	31.07.2016	0.24431818181818182	0.005681818181818182	0.2215909090909091	0.32386363636363635	0.03977272727272727	0.1590909090909091	0.005681818181818182
hotpoint.co.uk*	999	25.07.2016	31.07.2016	0.25308641975308643	0.0	0.018518518518518517	0.6172839506172839	0.012345679012345678	0.09259259259259259	0.006172839506172839
homesense.com*	999	25.07.2016	31.07.2016	0.1206896551724138	0.0	0.0	0.46551724137931033	0.27586206896551724	0.13793103448275862	0.0
josephjoseph.com*	999	25.07.2016	31.07.2016	0.24050632911392406	0.012658227848101266	0.0379746835443038	0.43670886075949367	0.06329113924050633	0.1518987341772152	0.056962025316455694
feelunique.com*	999	25.07.2016	31.07.2016	0.37851883932438285	0.07449112169770464	0.033780857514075356	0.23170203551320917	0.1039411000433088	0.15764400173235166	0.01992204417496752
tedbaker.com*	999	25.07.2016	31.07.2016	0.2529898804047838	0.012879484820607176	0.04139834406623735	0.42226310947562096	0.10487580496780129	0.13799448022079117	0.027598896044158234
