takevisits.site	takevisits.country	takevisits.source	takevisits.site2	takevisits.traffic_source	takevisits.landingpage	takevisits.sendingpage	takevisits.user	takevisits.pages	takevisits.year	takevisits.month	takevisits.day
submarino.com.br*	76	1240	buscape.com.br	1	submarino.com.br/produto/13328734/jogo-de-panelas-aluminio-5-pcs-tonalite-preta-tramontina?WT.srch=1&condition=NEW&cor=Preta&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JVYkUHqyZtc5Jl-OkRu4AtvacBaKeGP6vl-WG2Jja8aAvnm8P8HAQ&opn=XMLGOOGLE&sellerId=13855384000176	buscape.com.br/frigideira/brinox/ceramica	c343fd2609f4d38fba61d49e7d7b40ecbc668a80	["submarino.com.br/produto/13328734/jogo-de-panelas-aluminio-5-pcs-tonalite-preta-tramontina?WT.srch=1&condition=NEW&cor=Preta&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JVYkUHqyZtc5Jl-OkRu4AtvacBaKeGP6vl-WG2Jja8aAvnm8P8HAQ&opn=XMLGOOGLE&sellerId=13855384000176","submarino.com.br/produto/13328734/jogo-de-panelas-aluminio-5-pcs-tonalite-preta-tramontina?WT.srch=1&condition=NEW&cor=Preta&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JVYkUHqyZtc5Jl-OkRu4AtvacBaKeGP6vl-WG2Jja8aAvnm8P8HAQ&opn=XMLGOOGLE&sellerId=13855384000176#&gid=null&pid=1","submarino.com.br/produto/13328734/jogo-de-panelas-aluminio-5-pcs-tonalite-preta-tramontina?WT.srch=1&condition=NEW&cor=Preta&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JVYkUHqyZtc5Jl-OkRu4AtvacBaKeGP6vl-WG2Jja8aAvnm8P8HAQ&opn=XMLGOOGLE&sellerId=13855384000176"]	17	4	20
submarino.com.br*	76	1240	kanui.com.br	1	submarino.com.br/produto/22538623/tenis-pony-shooter-ox-canvas-po100030?condition=NEW&cor=Verde+Kombu	kanui.com.br/Tenis-Pony-Shooter-Ox-Canvas-Verde-2991679.html	0ade58040391a9a19c9c06858c3314be1eaf7542	["submarino.com.br/produto/22538623/tenis-pony-shooter-ox-canvas-po100030?condition=NEW&cor=Verde+Kombu","submarino.com.br/produto/22538623/tenis-pony-shooter-ox-canvas-po100030?condition=NEW&cor=Verde+Kombu&tamanho=37","submarino.com.br/produto/22538623/tenis-pony-shooter-ox-canvas-po100030?condition=NEW&cor=Verde+Kombu&tamanho=40"]	17	4	20
submarino.com.br*	76	1240	vunesp.com.br	5	resgateleguas.submarino.com.br	vunesp.com.br/TJSP1701	6d37feedaef66a50c1003cb63248ecf32df96284	["resgateleguas.submarino.com.br","submarino.com.br/produto/19633784/sapateira-multiuso-ibiza-2-portas-sp4099-doripel-moveis?WT.srch=1&condition=NEW&cor=Noce&epar=bp_pl_00_go_g35183&gclid=CjwKEAiAq8bEBRDuuOuyspf5oyMSJAAcsEyWoLlNFeQ5DWuUyxiBxxZIYUZjKjNKk3eSY67iz1Nu0RoCtfnw_wcB&opn=XMLGOOGLE&sellerId=17712171000146","submarino.com.br/produto/19633784/sapateira-multiuso-ibiza-2-portas-sp4099-doripel-moveis?WT.srch=1&condition=NEW&cor=Noce&epar=bp_pl_00_go_g35183&gclid=CjwKEAiAq8bEBRDuuOuyspf5oyMSJAAcsEyWoLlNFeQ5DWuUyxiBxxZIYUZjKjNKk3eSY67iz1Nu0RoCtfnw_wcB&opn=XMLGOOGLE&sellerId=17712171000146","resgateleguas.submarino.com.br","submarino.com.br/produto/19633784/sapateira-multiuso-ibiza-2-portas-sp4099-doripel-moveis?WT.srch=1&condition=NEW&cor=Noce&epar=bp_pl_00_go_g35183&gclid=CjwKEAiAq8bEBRDuuOuyspf5oyMSJAAcsEyWoLlNFeQ5DWuUyxiBxxZIYUZjKjNKk3eSY67iz1Nu0RoCtfnw_wcB&opn=XMLGOOGLE&sellerId=17712171000146","submarino.com.br/produto/19633784/sapateira-multiuso-ibiza-2-portas-sp4099-doripel-moveis?WT.srch=1&condition=NEW&cor=Noce&epar=bp_pl_00_go_g35183&gclid=CjwKEAiAq8bEBRDuuOuyspf5oyMSJAAcsEyWoLlNFeQ5DWuUyxiBxxZIYUZjKjNKk3eSY67iz1Nu0RoCtfnw_wcB&opn=XMLGOOGLE&sellerId=17712171000146","resgateleguas.submarino.com.br"]	17	4	20
submarino.com.br*	76	1240	dotstore3.com.br	6	submarino.com.br	dotstore3.com.br/45445_lojafiel/?Menu=PedidoDetalhes&PedidoID=1170957	a2da7f229b16bb7d34d7f043d5fd6be06fbcabe5	["submarino.com.br","cliente.submarino.com.br/s/?p=l,lg&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-492916224","cliente.submarino.com.br/s/?p=l,s&h=responsive","cliente.submarino.com.br/s/?p=l,s&h=responsive"]	17	4	20
submarino.com.br*	76	1240	google.com.br	1	submarino.com.br/produto/8198370/churrasqueira-de-bancada?WT.srch=1&condition=NEW&cor=Inox&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0NDnaih6F5pgwB8IAkIjNmeRMtGMUgn943B_g0XFMlkaAiBk8P8HAQ&opn=XMLGOOGLE&sellerId=20520367000224	google.com.br/?gws_rd=ssl#q=home+grill	b6172dced457a719a787ae79688f3a3c756e4a46	["submarino.com.br/produto/8198370/churrasqueira-de-bancada?WT.srch=1&condition=NEW&cor=Inox&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0NDnaih6F5pgwB8IAkIjNmeRMtGMUgn943B_g0XFMlkaAiBk8P8HAQ&opn=XMLGOOGLE&sellerId=20520367000224","submarino.com.br/produto/8198370/churrasqueira-de-bancada?WT.srch=1&condition=NEW&cor=Inox&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Mt19QLRyVcLFsFTok-Buh2gckawFbDFrbk9TNgbHtYaAgy18P8HAQ&opn=XMLGOOGLE&sellerId=20520367000224"]	17	4	20
submarino.com.br*	76	1822	google.com.br	1	submarino.com.br/produto/128365797/monitor-led-ips-25-lg-full-hd-25um58-p.awz?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35172&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JaBuB0CvmNSZDWGgQUHWaLc4u-16NikFMJ-AH9pHXAaAvXd8P8HAQ&opn=XMLGOOGLE&sellerId=71052559000103	google.com.br/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=monitor ultrawide 25	029ctO1F37tYBJM	["submarino.com.br/produto/128365797/monitor-led-ips-25-lg-full-hd-25um58-p.awz?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35172&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JaBuB0CvmNSZDWGgQUHWaLc4u-16NikFMJ-AH9pHXAaAvXd8P8HAQ&opn=XMLGOOGLE&sellerId=71052559000103","submarino.com.br/produto/7971789/kit-limpeza-spray-200ml-e-flanela-ac126-multilaser?WT.srch=1&condition=NEW&cor=N%C3%A3o Se Aplica&epar=&epar=bp_pl_00_go_g35172&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0JmaBjcaCI6CWvn1q2_V38YCn2_Py7ofpCEIeKtdTNAaAsG58P8HAQ&opn=XMLGOOGLE&sellerId=10662497000167&tamanho=N%C3%A3o Se Aplica","submarino.com.br/categoria/449515","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow","submarino.com.br/busca/?conteudo=limpador%20de%20tela","submarino.com.br/busca/?conteudo=limpador de tela&ordenacao=biggerPrice","submarino.com.br/produto/7971789/kit-limpeza-spray-200ml-e-flanela-ac126-multilaser?DCSext.recom=RR_search_page.history-RecentHistoricalItems&condition=NEW&nm_origem=rec_search_page.history-RecentHistoricalItems&nm_ranking_rec=5"]	17	4	20
submarino.com.br*	76	1822	NULL	5	submarino.com.br	NULL	IXfyijV3Nwu5HeP	["submarino.com.br","minhaconta.submarino.com.br/#/orders/home","cliente.submarino.com.br/s/?p=l,lg&h=responsive&next=https://minhaconta.submarino.com.br/%23/orders/home","minhaconta.submarino.com.br/#/orders/home","minhaconta.submarino.com.br/#/orders/order/03-492976592","minhaconta.submarino.com.br/#/order/03-492976592/delivery/349297659202/form/FORM_ATEND_ENTREGA#uhuraMessage","minhaconta.submarino.com.br","minhaconta.submarino.com.br/#/orders/order/03-492976592"]	17	4	20
submarino.com.br*	76	1822	google.com.br	5	submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow	google.com.br/_/chrome/newtab?espv=2&ie=UTF-8	cISqf7T3C9UhYc5	["submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow"]	17	4	20
submarino.com.br*	76	1822	google.com.br	1	submarino.com.br/produto/21323383/caldeirao-20-litros-panela-linha-hotel-industrial-n-30?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Lrx_QaVHkzvA5gcO2yT-yVOaNgBW8GuwWBBt71ci_gaAu8N8P8HAQ&opn=XMLGOOGLE&sellerId=7344103000118	google.com.br/search?q=PANELA 20 L&oq=PANELA 20 L&aqs=chrome..69i57.2351j0j4&sourceid=chrome&ie=UTF-8#q=PANELA 20 L CERVEJA	GH1kD5ZU7Vunmkl	["submarino.com.br/produto/21323383/caldeirao-20-litros-panela-linha-hotel-industrial-n-30?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0Lrx_QaVHkzvA5gcO2yT-yVOaNgBW8GuwWBBt71ci_gaAu8N8P8HAQ&opn=XMLGOOGLE&sellerId=7344103000118"]	17	4	20
submarino.com.br*	76	576	NULL	5	submarino.com.br/produto/129543938/smartphone-samsung-galaxy-j7-prime-dual-chip-android-tela-5.5-32gb-4g-camera-13mp-dourado?condition=NEW&epar=lomadee&hl=lower&lmdsid=553225565151&opn=AFLNOVOSUB&s_term=COMPARADORESSUB&sellerId=00776574000660&utm_source=lomadee	NULL	5rkr0b1bho78or4cbrncah6hg70	["submarino.com.br/produto/129543938/smartphone-samsung-galaxy-j7-prime-dual-chip-android-tela-5.5-32gb-4g-camera-13mp-dourado?condition=NEW&epar=lomadee&hl=lower&lmdsid=553225565151&opn=AFLNOVOSUB&s_term=COMPARADORESSUB&sellerId=00776574000660&utm_source=lomadee"]	17	4	20
submarino.com.br*	76	576	ekwejbur.com	5	submarino.com.br/?epar=lomadee&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=556035668401	ekwejbur.com/VIP-SUBM-BR	739j7o27flmdmi8i97k8lcec54p	["submarino.com.br/?epar=lomadee&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=556035668401","submarino.com.br/busca/?conteudo=chapa%20grill","submarino.com.br/busca/?conteudo=chapa+grill&limite=24&offset=24","submarino.com.br/produto/16335863/chapa-bifeteira-de-ferro-fundido-dupla-face-lado-grill-lado-liso-28x23cm-fumil?condition=NEW&oferta=58d5647669e9c2b624b6bccb","submarino.com.br/produto/16335863/chapa-bifeteira-de-ferro-fundido-dupla-face-lado-grill-lado-liso-28x23cm-fumil?condition=NEW&oferta=58d5647669e9c2b624b6bccb#&gid=null&pid=1","submarino.com.br/produto/16335863/chapa-bifeteira-de-ferro-fundido-dupla-face-lado-grill-lado-liso-28x23cm-fumil?condition=NEW&oferta=58d5647669e9c2b624b6bccb","sacola.submarino.com.br/simple-basket?cartId=HSXL27qiwvgaIN7Iv4Tc2O6XlRO","submarino.com.br/busca/?conteudo=chapa+grill&limite=24&offset=24","submarino.com.br/busca/?conteudo=chapa%20grill%20liso","submarino.com.br/busca/?conteudo=chapa+grill&limite=24&offset=24","submarino.com.br/busca/?conteudo=chapa%20grill","submarino.com.br/?epar=lomadee&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=767535668401","submarino.com.br/busca/?conteudo=chapa%20de%20ferro%20com%20al%C3%A7a","submarino.com.br/produto/13065104/chapa-de-ferro-com-alca-de-madeira-fumil?condition=NEW","submarino.com.br/produto/13065104/chapa-de-ferro-com-alca-de-madeira-fumil?condition=NEW#&gid=null&pid=1","submarino.com.br/produto/13065104/chapa-de-ferro-com-alca-de-madeira-fumil?condition=NEW","submarino.com.br/busca/?conteudo=chapa%20de%20ferro%20com%20al%C3%A7a"]	17	4	20
submarino.com.br*	76	1560	service.yourviews.com.br	5	submarino.com.br/produto/11700571/subwoofer-bravox-edx-12d4?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35140&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0NB-H-w4BvzB4vVD9vlJoTTmokmEudanW7y3OGVI-KoaAo9C8P8HAQ&opn=XMLGOOGLE&sellerId=14599181000129	service.yourviews.com.br/admin/questionanswer/list	clr24s954hi83b7fk05o6b0t21i	["submarino.com.br/produto/11700571/subwoofer-bravox-edx-12d4?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35140&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0NB-H-w4BvzB4vVD9vlJoTTmokmEudanW7y3OGVI-KoaAo9C8P8HAQ&opn=XMLGOOGLE&sellerId=14599181000129"]	17	4	20
submarino.com.br*	76	1240	youtube.com	5	submarino.com.br	youtube.com/watch?v=FZcG1XsRSAU	23b157e5db86a09c91595043b08527d242492b23	["submarino.com.br","cliente.submarino.com.br/s/?guest=false&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-493019431"]	17	4	20
submarino.com.br*	76	1240	google.com.br	1	submarino.com.br/produto/128778444/smart-tv-lg-webos-3.0-led-43-ultra-hd-4k-43uh6000-painel-ips-hdr-pro-e-ultra-surround-3-hdmi-1-usb-suporte-articulado-3-movimentos-vesa-max.-400x400-mm-psw735adp005-loctek?condition	google.com.br/search?q=lg+43uh6000+vesa&espv=2&source=lnms&tbm=isch&sa=X&sqi=2&ved=0ahUKEwjt06ThlrPTAhUEC5AKHZa_BZIQ_AUIBygC&biw=1920&bih=950#imgrc=SFrigSJFqYwgEM:	23b157e5db86a09c91595043b08527d242492b23	["submarino.com.br/produto/128778444/smart-tv-lg-webos-3.0-led-43-ultra-hd-4k-43uh6000-painel-ips-hdr-pro-e-ultra-surround-3-hdmi-1-usb-suporte-articulado-3-movimentos-vesa-max.-400x400-mm-psw735adp005-loctek?condition"]	17	4	20
submarino.com.br*	76	1240	translate.google.com.br	5	submarino.com.br	translate.google.com.br/#en/pt/subsequent	23b157e5db86a09c91595043b08527d242492b23	["submarino.com.br","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/home","minhaconta.submarino.com.br/#/orders/order/03-493019431","cliente.submarino.com.br/s/?guest=false&h=responsive"]	17	4	20
submarino.com.br*	76	1240	mail.google.com	5	submarino.com.br	mail.google.com/mail/u/0/#inbox/15681a778ba8abd8	23b157e5db86a09c91595043b08527d242492b23	["submarino.com.br","cliente.submarino.com.br/s/?guest=false&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-493019431"]	17	4	20
submarino.com.br*	76	1240	tudocelular.com	5	submarino.com.br	tudocelular.com/?refresh_ce=undefined	369242e9f4dbfde6d3a6c2c0c0a8c0e67a934ce6	["submarino.com.br","cliente.submarino.com.br/s/?guest=false&h=responsive","minhaconta.submarino.com.br/#/account/home","minhaconta.submarino.com.br/#/orders/order/03-492966768"]	17	4	20
submarino.com.br*	76	1240	tudocelular.com	5	submarino.com.br/produto/122701411/smart-tv-led-32-samsung-un32j4300agxzd-hd-com-conversor-digital-2-hdmi-1-usb-wi-fi-120hz?condition=NEW&epar=102414&hl=lower&opn=COMPARADORESSUB&s_term=COMPARADORESSUB&sellerId=00776574000660	tudocelular.com/?refresh_ce=undefined	369242e9f4dbfde6d3a6c2c0c0a8c0e67a934ce6	["submarino.com.br/produto/122701411/smart-tv-led-32-samsung-un32j4300agxzd-hd-com-conversor-digital-2-hdmi-1-usb-wi-fi-120hz?condition=NEW&epar=102414&hl=lower&opn=COMPARADORESSUB&s_term=COMPARADORESSUB&sellerId=00776574000660","submarino.com.br/produto/122701411/smart-tv-led-32-samsung-32j4300-hd-com-conversor-digital-2-hdmi-1-usb-wi-fi-120hz?condition=NEW&epar=102414&hl=lower&opn=COMPARADORESSUB&s_term=COMPARADORESSUB&sellerId=00776574000660"]	17	4	20
submarino.com.br*	76	1240	google.com.br	1	submarino.com.br/produto/122701454/smart-tv-led-40-samsung-40j5500-full-hd-com-conversor-digital-3-hdmi-2-usb-wi-fi-120hz?WT.srch=1&condition=NEW&epar=bp_pl_00_go_g35058&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0IH07v-UOm8kG9lOaNW3BFxCYxmmErZmhDRSvw-IxbUaAtq08P8HAQ&opn=XMLGOOGLE&sellerId=00776574000660	google.com.br/search?q=smartv+40&rlz=1C1EODB_enBR580BR580&oq=smartv+40&aqs=chrome..69i57j0l5.3096j0j4&sourceid=chrome&ie=UTF-8#q=smart+tv+40&tbs=cat:404,pdtr0:762011|762012,vw:l,init_ar:SgVKAwiUA0oKUggIm8EuIJzBLg%3D%3D,ss:44,p_ord:p&tbm=shop&spd=8757556043368737837	369242e9f4dbfde6d3a6c2c0c0a8c0e67a934ce6	["submarino.com.br/produto/122701454/smart-tv-led-40-samsung-40j5500-full-hd-com-conversor-digital-3-hdmi-2-usb-wi-fi-120hz?WT.srch=1&condition=NEW&epar=bp_pl_00_go_g35058&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0IH07v-UOm8kG9lOaNW3BFxCYxmmErZmhDRSvw-IxbUaAtq08P8HAQ&opn=XMLGOOGLE&sellerId=00776574000660"]	17	4	20
submarino.com.br*	76	1240	correios.com.br	5	submarino.com.br	correios.com.br/para-voce	369242e9f4dbfde6d3a6c2c0c0a8c0e67a934ce6	["submarino.com.br","minhaconta.submarino.com.br/#/orders/home","minhaconta.submarino.com.br/#/orders/order/03-492966768"]	17	4	20
submarino.com.br*	76	576	google.com.br	5	submarino.com.br/produto/20770137/console-playstation-4-ps4-slim-500gb-game-uncharted-4-nacional-sony?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35169&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0M0gJffTpd_RJE0r0jA1PblHgEamAh3HX2fICOUVUsUaAiZo8P8HAQ&opn=XMLGOOGLE&sellerId=22453777000144	google.com.br/search?q=PlayStation+4+Slim&oq=PlayStation+4+Slim&aqs=chrome..69i57j69i60&sourceid=chrome&ie=UTF-8	jf2gebk89g29jlmoddf3fq26ohb	["submarino.com.br/produto/20770137/console-playstation-4-ps4-slim-500gb-game-uncharted-4-nacional-sony?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35169&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0M0gJffTpd_RJE0r0jA1PblHgEamAh3HX2fICOUVUsUaAiZo8P8HAQ&opn=XMLGOOGLE&sellerId=22453777000144"]	17	4	20
submarino.com.br*	76	576	google.com.br	1	submarino.com.br/produto/13500156/cafeteira-tipo-italiana-em-aluminio-com-capacidade-para-6-xicaras-casita-ca11016?WT.srch=1&condition=NEW&cor=aluminio&epar=&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0FFM9k8fJWePmwcod-YlEr-OVMWplbwDoBip6PE9O2YaAvKl8P8HAQ&opn=XMLGOOGLE&sellerId=17454909000112	google.com.br/search?q=frialdade&rlz=1C1HLDY_pt-BRBR736BR736&oq=frialdade&aqs=chrome..69i57j0l5.1736j0j7&sourceid=chrome&ie=UTF-8#q=cafeteira+italiana	fgjn6crfjge05egfj0gj6q95ken	["submarino.com.br/produto/13500156/cafeteira-tipo-italiana-em-aluminio-com-capacidade-para-6-xicaras-casita-ca11016?WT.srch=1&condition=NEW&cor=aluminio&epar=&epar=bp_pl_00_go_g35198&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0FFM9k8fJWePmwcod-YlEr-OVMWplbwDoBip6PE9O2YaAvKl8P8HAQ&opn=XMLGOOGLE&sellerId=17454909000112","submarino.com.br/produto/111699918/cafeteira-italiana-em-aluminio-mimo-style?DCSext.recom=RR_item_page.rr1-ClickEV&condition=NEW&nm_origem=rec_item_page.rr1-ClickEV&nm_ranking_rec=4"]	17	4	20
submarino.com.br*	76	576	google.com.br	1	submarino.com.br/produto/17277375/extensor-hdmi-60-metros-cabo-de-rede-cat5e-ou-cat6-rj45-1-via-migtec-dk168?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35215&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0ApLkOH9PvuWkryVVIYYDyUiDBHsapnKGdBd6BlvSq8aAp9L8P8HAQ&opn=XMLGOOGLE&sellerId=15050089000178	google.com.br/webhp?sourceid=chrome-instant&ion=1&espv=2&ie=UTF-8#q=extensor+hdmi+60+metros+-+cat-5e+cat6+-+3d+-+1080p	fjmljojm2c9amprmlf1ao03micd	["submarino.com.br/produto/17277375/extensor-hdmi-60-metros-cabo-de-rede-cat5e-ou-cat6-rj45-1-via-migtec-dk168?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35215&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0ApLkOH9PvuWkryVVIYYDyUiDBHsapnKGdBd6BlvSq8aAp9L8P8HAQ&opn=XMLGOOGLE&sellerId=15050089000178"]	17	4	20
submarino.com.br*	76	576	NULL	6	submarino.com.br/produto/17277375/extensor-hdmi-60-metros-cabo-de-rede-cat5e-ou-cat6-rj45-1-via-migtec-dk168?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35215&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0ApLkOH9PvuWkryVVIYYDyUiDBHsapnKGdBd6BlvSq8aAp9L8P8HAQ&opn=XMLGOOGLE&sellerId=15050089000178	NULL	fjmljojm2c9amprmlf1ao03micd	["submarino.com.br/produto/17277375/extensor-hdmi-60-metros-cabo-de-rede-cat5e-ou-cat6-rj45-1-via-migtec-dk168?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35215&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0ApLkOH9PvuWkryVVIYYDyUiDBHsapnKGdBd6BlvSq8aAp9L8P8HAQ&opn=XMLGOOGLE&sellerId=15050089000178","submarino.com.br/produto/17277375/extensor-hdmi-60-metros-cabo-de-rede-cat5e-ou-cat6-rj45-1-via-migtec-dk168?WT.srch=1&condition=NEW&epar=&epar=bp_pl_00_go_g35215&gclid=Cj0KEQjwuOHHBRDmvsHs8PukyIQBEiQAlEMW0ApLkOH9PvuWkryVVIYYDyUiDBHsapnKGdBd6BlvSq8aAp9L8P8HAQ&opn=XMLGOOGLE&sellerId=15050089000178"]	17	4	20
submarino.com.br*	76	576	bondfaro.com.br	6	submarino.com.br/produto/129900157/home-theater-blu-ray-1200w-lhb725-lg?condition=NEW&epar=102414&hl=lower&opn=COMPARADORESSUB&s_term=COMPARADORESSUB&sellerId=00776574000660	bondfaro.com.br/proc_unico?id=3643&xro=0&precomin=1400,0&obn=1&neids=125&precomax=3099,99&gclid=CPqFwouks9MCFQYJkQodUYEMKQ	30o7fcfc370deihqa01nem3koo3	["submarino.com.br/produto/129900157/home-theater-blu-ray-1200w-lhb725-lg?condition=NEW&epar=102414&hl=lower&opn=COMPARADORESSUB&s_term=COMPARADORESSUB&sellerId=00776574000660","submarino.com.br/categoria/265030","submarino.com.br/categoria/265030?filtro=%5B%7B%22id%22%3A%22category.id%22%2C%22value%22%3A%22265030%22%2C%22fixed%22%3Atrue%7D%2C%7B%22id%22%3A%22extra.MARCA%22%2C%22value%22%3A%22LG%22%7D%5D&ordenacao=bestSellers&origem=omega","submarino.com.br/produto/129900131/home-theater-blu-ray-1000w-lhb645-lg?condition=NEW&oferta=58d4fea869e9c2b624be561b","submarino.com.br/busca/?conteudo=Home+Theater+Blu-ray+3d+1200w++-+LG"]	17	4	20
submarino.com.br*	76	576	NULL	6	submarino.com.br/produto/11217948?DCSext.recom=RR_item_page.rr2-CategoryTopProducts&nm_origem=rec_item_page.rr2-CategoryTopProducts&nm_ranking_rec=2	NULL	j0d6dgc6ofbprghqhi15ngjoic9	["submarino.com.br/produto/11217948?DCSext.recom=RR_item_page.rr2-CategoryTopProducts&nm_origem=rec_item_page.rr2-CategoryTopProducts&nm_ranking_rec=2","submarino.com.br/produto/17675350/violao-acustico-cutaway-nylon-sunburst-aubvo623-auburn?epar=em_ng_bl_00_sub_200417&opn=EMAILSUB200417&rmid=OFERTAS%20SUB%2020-04-17&rbid=a5ea28c0689ba39d3714a86d2b874aca9031ec2a488fff9c78f21e637f2d699f4d882823edbc9ab6ab5678722279a579"]	17	4	20
submarino.com.br*	76	576	kabum.com.br	5	submarino.com.br	kabum.com.br	0ajpfd7g8gi04qa168b9qd5ee7g	["submarino.com.br","submarino.com.br/oferta-do-dia?chave=prf_hm_tt_0_1_wow"]	17	4	20
submarino.com.br*	76	739	google.com.br	1	img.submarino.com.br/produtos/01/00/item/111863/0/111863095G1.jpg	google.com.br/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiExYTzrrTTAhVrqlQKHSAQCzIQjBwIBA&url=http%3A%2F%2Fimg.submarino.com.br%2Fprodutos%2F01%2F00%2Fitem%2F111863%2F0%2F111863095G1.jpg&psig=AFQjCNGEV3D02v6MkniqjUPYLDaEYatKWw&ust=1492823454419410	3f2b9a85-7b57-5758-3724-34e09bf1ebc8	["img.submarino.com.br/produtos/01/00/item/111863/0/111863095G1.jpg","img.submarino.com.br/produtos/01/00/item/111863/0/111863095G1.jpg"]	17	4	20
submarino.com.br*	76	739	redir.lomadee.com	5	submarino.com.br/produto/125916485/smartphone-samsung-galaxy-s7-android-6.0-tela-5.1-32gb-4g-camera-12mp-preto?epar=lomadee&hl=lower&s_term=COMPARADORESSUB&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=317435643394	redir.lomadee.com/v2/f0de85d2?mdasc=tecmundo	92abdb0d-39eb-13c9-a2a7-bf1e2084e879	["submarino.com.br/produto/125916485/smartphone-samsung-galaxy-s7-android-6.0-tela-5.1-32gb-4g-camera-12mp-preto?epar=lomadee&hl=lower&s_term=COMPARADORESSUB&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=317435643394","submarino.com.br/produto/125916485/smartphone-samsung-galaxy-s7-android-6.0-tela-5.1-32gb-4g-camera-12mp-preto?epar=lomadee&hl=lower&s_term=COMPARADORESSUB&loja=03&opn=AFLNOVOSUB&utm_source=lomadee&lmdsid=596135643394","submarino.com.br/garantia/125916485?buyboxToken=smartbuybox-suba-v2-52df017b-c246-4baf-9368-eb82cae71621&offerType=BOLETO&pricingId=58f8d959d60180001697fb6e&productId=125916485&productSku=125916493&storeId=00776574000660","sacola.submarino.com.br/simple-basket?cartId=TLhDjl5FpD7rxVjPxUDHPQ6sh3E"]	17	4	20
